variant,beta_motion,p_motion,beta_motion_se,beta_gradient,p_gradient,beta_gradient_se
mother,-0.0074478280915033,0.5118727575249277,0.011354496117207983,-0.1181102628433713,0.0003567937955238,0.03308222446592413
