variant,beta_motion,p_motion,beta_motion_se,beta_gradient,p_gradient,beta_gradient_se
mother,0.0440905898462641,0.0055070051508756,0.015883764323939308,0.018476187779015,0.2514787934946429,0.016111277945536812
